dataset_id,sport,task,split,image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,n_classes,label_schema
tennis_fullcourt,tennis,full_court_segmentation,train,011.png,data/tennis_fullcourt/images/train/011.png,data/tennis_fullcourt/masks/train/011.png,87e060a3efb1e977774c5e4ec79a1a5f6dbf0fd25b96c626113e925a07a1f751,a28159e96dd8680cc02b9fd4e4720615fccda6919dfa7d0fa4468138e5369ee8,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,012.png,data/tennis_fullcourt/images/train/012.png,data/tennis_fullcourt/masks/train/012.png,dada669e3fdf15266fb758a8163ca348adfd8af7810af64a050661ba14fff9ea,21ec9f72f7a82281381acad220db024f0d6d6979bcf45cbf757bc326f2d90a05,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,013.png,data/tennis_fullcourt/images/train/013.png,data/tennis_fullcourt/masks/train/013.png,07740fef465af21404a3a7b85f8e0c2552f28ae8659940e1c7091bf89c6e58b1,530f12b8419e20571f69b48a38c6fa457e9fde272799f6f22bd526c6eb7fa445,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,014.png,data/tennis_fullcourt/images/train/014.png,data/tennis_fullcourt/masks/train/014.png,57d3bb59d7adf306aec07336b81f8bf7615a2c91620a311bea30476d4547d2d6,182ef55d4dbd4d63077dd1a6b39acc18550ac2313785a76c84fb2519b04f8ec0,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,015.png,data/tennis_fullcourt/images/train/015.png,data/tennis_fullcourt/masks/train/015.png,6dbb428adb8b6dccc508337e77ebe656de0af2d395bb37887526e5a6b2139751,182ef55d4dbd4d63077dd1a6b39acc18550ac2313785a76c84fb2519b04f8ec0,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,016.png,data/tennis_fullcourt/images/train/016.png,data/tennis_fullcourt/masks/train/016.png,fbbd3190caaa6cb8cfe3ed78b666e12316e6a72f07b2990c316ebe472686e3b2,b4374689e8168745461fab18f3e6035acd5648d4ed8b8325d6a8da1c9ff0d150,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,017.png,data/tennis_fullcourt/images/train/017.png,data/tennis_fullcourt/masks/train/017.png,bfa1351981d26b98878d4c9eb7f1907ed4196379e626c6f92f203f47444130b9,c76497045524b1fb77e5142062092b9da5172697a38290ca15e8f9f7065bcc02,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,019.png,data/tennis_fullcourt/images/train/019.png,data/tennis_fullcourt/masks/train/019.png,26f2615c77dacd734adb8101c78f8dde4afd57e7122f4e9a371b2d79afe1b97d,45445599179e8d7121356d2d6de2554df1c7335d5d823435a5c0fe1a55368382,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,020.png,data/tennis_fullcourt/images/train/020.png,data/tennis_fullcourt/masks/train/020.png,f814daa4d7b8483b6e91a334eeba150f9b5498f98f3e5d152344516da535e569,767e595a04ec600ddb66600a603d122e26d63c930a761e9dbc1e69f724902511,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,021.png,data/tennis_fullcourt/images/train/021.png,data/tennis_fullcourt/masks/train/021.png,fd55abd46f0473a18a1ebc763474597ee0efa54e72f7ce55e30486cd3d6bd119,4cd4c88a931431c350fd346a0f83abb013db79a1b6a34e896e193c75c63812b2,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,022.png,data/tennis_fullcourt/images/train/022.png,data/tennis_fullcourt/masks/train/022.png,7e4a16eb43d6a1d3a7c1b3b76564924a3f65a28bd4a498e810f8e6144a8efc76,e6262f2264307cbc50daf1e6109c588654203cb778ff3454a6bce12f5e275491,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,023.png,data/tennis_fullcourt/images/train/023.png,data/tennis_fullcourt/masks/train/023.png,79ed96b7ff6b2561fe8e18b3988f80c5aae22fe4f26a85f92191184eb00d3749,89a055764bb764175545855f5d966da1f05e98dde84583d2315aed1e1ba6e013,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,024.png,data/tennis_fullcourt/images/train/024.png,data/tennis_fullcourt/masks/train/024.png,2317c093725570f738da214624e57562a4318beb41a675b6a96f49a33f271b0d,142f3cc2f16302498e9486429be3356f11e6b5cefb09ba954b6bf052a70d928f,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,025.png,data/tennis_fullcourt/images/train/025.png,data/tennis_fullcourt/masks/train/025.png,6e9421b8c54a406b3f61a4bbd953351ae7805075533c22793d80d3410244693e,051030a8e9258c4c8c32752cc6dbb987c583ceca49231699a7049fe24d9965ef,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,026.png,data/tennis_fullcourt/images/train/026.png,data/tennis_fullcourt/masks/train/026.png,d805006e41ca469b78d8675c6d20b138318cce04fd8746982f62c0222b011da6,473164b987d32b8ea42be48f6ce36422693c6d28a783f83b52fedcde477737fc,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,027.png,data/tennis_fullcourt/images/train/027.png,data/tennis_fullcourt/masks/train/027.png,ecb72176894e0d0be85c15f47130592c8b464d2c9ad6dce594e7765c40948989,473164b987d32b8ea42be48f6ce36422693c6d28a783f83b52fedcde477737fc,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,028.png,data/tennis_fullcourt/images/train/028.png,data/tennis_fullcourt/masks/train/028.png,0ea5f1c0303a785566f59a5afd4af86b7f3001229cc88e164d763fc5a47e9cde,ee663df1c3669ec1a685dedea73af2762bbcbcfdf26e889ca277e50a5ff311b6,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,029.png,data/tennis_fullcourt/images/train/029.png,data/tennis_fullcourt/masks/train/029.png,b68eaa59536045c827e169046def58d9ca6f807b6f178dbf5e5932dfec342d3c,ecd4e22e93c228ca081fe742a0f22cbeaf1069d5a986239700f92d1152353d8e,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,030.png,data/tennis_fullcourt/images/train/030.png,data/tennis_fullcourt/masks/train/030.png,6a88235651dae40bfaaee96cbd0ffa214abc378359e42da22b5e33a64ca92b31,858cf39d98880a74a12584ee1d9e1f3443e2ee41621c92f5e268a12992224214,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,031.png,data/tennis_fullcourt/images/train/031.png,data/tennis_fullcourt/masks/train/031.png,29c9be5d300ca7896b402bb55f28486d9d7e7d05665e8bd5c2c1ad0620851713,858cf39d98880a74a12584ee1d9e1f3443e2ee41621c92f5e268a12992224214,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,032.png,data/tennis_fullcourt/images/train/032.png,data/tennis_fullcourt/masks/train/032.png,41f725a62cf2b408bdccf58f211ddbe5f6fe61a9d1bf8875670b60204e6d1167,3438d5a64f5d6bee594ffdd4283ee38de85600be25ed4d8a9b4ebb08d24fc83d,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,033.png,data/tennis_fullcourt/images/train/033.png,data/tennis_fullcourt/masks/train/033.png,75bc39422e51950661812d055e2eb3de3bc50c50b1329aad27863bb98982a95d,31ec772c5b9b7ea7c3410db171266045dbec1158d78b08dd2c296b230df75d4c,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,034.png,data/tennis_fullcourt/images/train/034.png,data/tennis_fullcourt/masks/train/034.png,28fb9d426a1db2012185b300dcc37018099588c1a5c36498c54f792ad49ef4dd,4c3dc736bbe08211182df1b8ffc38138120bd5c4932836e1361af6f1cc4403c3,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,035.png,data/tennis_fullcourt/images/train/035.png,data/tennis_fullcourt/masks/train/035.png,b1676d76f1dd430bf341d774e8fad0689ef60bbda237f3d07acb9928d72234f7,c1a7d8dc7096c996bfd7e01ddbd9fb95c135d7b8b33e4d56ddcc5296110c314a,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,036.png,data/tennis_fullcourt/images/train/036.png,data/tennis_fullcourt/masks/train/036.png,c3d329bd5c0956998cca52d94334d1e0a626896ded4bce1016ee4ca28a4062cf,de6b2a3b514e901821c5332006524b8328d847810d0fc4dfac715d94e45a6cc2,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,037.png,data/tennis_fullcourt/images/train/037.png,data/tennis_fullcourt/masks/train/037.png,2982920c55c0df1a151056b1a2d793f903661e75b8e95a65e18cf0c1dfc0c89a,7d419b3023f35856e8e2b379f58cafa2ef348cbbeadf1fd6cfe91a1df4785f7f,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,039.png,data/tennis_fullcourt/images/train/039.png,data/tennis_fullcourt/masks/train/039.png,25a0e93769db90309c853412f686e6a1df53d28296ccd27fe4b7064a39067f55,00c9ecb980ec97ebd9599cb951b8332449ff7115e62634486e71ec2d1ac1009d,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,040.png,data/tennis_fullcourt/images/train/040.png,data/tennis_fullcourt/masks/train/040.png,bd3eaacf08ea3609df174e2fe7afcc82e2ff4f59c47da6a7af0c4bca67573fcc,b34081fc5d903937e862530bd5df671133d505af71e6d794a0fce5b4d3123912,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,041.png,data/tennis_fullcourt/images/train/041.png,data/tennis_fullcourt/masks/train/041.png,d5360107f2b49bd291271fe4ec98dbb8eff59e9c28acf65c2b585f462975a183,011771a4484af7739c5810bb3da44e809b232db878d6699a992b140843ff7010,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,042.png,data/tennis_fullcourt/images/train/042.png,data/tennis_fullcourt/masks/train/042.png,c1ef2be167a9a30ab6b83da097f261d79b063a708cf1e15b03833f2989315cb8,7a8f024a92bee22b93131b58c7e6e635a337486e5d91ccde479b4f961928d173,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,043.png,data/tennis_fullcourt/images/train/043.png,data/tennis_fullcourt/masks/train/043.png,2780b0c020f6cde1cf8168e1fa24960609eea751f06d8319a4c03f39d3d3131a,81b648d94715447d443d009dba6a6610621f3596f0205d96a5d222b5ea39b101,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,044.png,data/tennis_fullcourt/images/train/044.png,data/tennis_fullcourt/masks/train/044.png,f5526176b35b5ce7e7a4b96fda91a09e6c2328b6af4985e1e8d4bece0b322688,fe041bb0e2cc3f38bf8e7ffe65ad382d595fd87d1e382ba8476890f47815c0da,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,045.png,data/tennis_fullcourt/images/train/045.png,data/tennis_fullcourt/masks/train/045.png,888d71dfecc485ba939a7102ac768a8d182749500d54ef6c3105ff27d0f60313,8dcb90a949ff4d9570c2769416fd0a66a9fb40c09e9b979dab71cecafa1b2216,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,046.png,data/tennis_fullcourt/images/train/046.png,data/tennis_fullcourt/masks/train/046.png,c4415365de0e7bbe737daf86c07cfc4d78a1bfc8e180b4b91e2d47696ba4b38e,6991e4c3642a0daacd7e8f1a281376723b8e167b897c14690c5289ff70c30403,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,047.png,data/tennis_fullcourt/images/train/047.png,data/tennis_fullcourt/masks/train/047.png,dc6e7b11b3ccd461bcd644ef9c6a4f63089b1987d7292722644c3a99eaaf8dee,6ac1e85ecbfbd17b7e88f1bb8423ea63c3b85420583bf8f280afefa82e2aaf68,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,048.png,data/tennis_fullcourt/images/train/048.png,data/tennis_fullcourt/masks/train/048.png,236959b740d8755766c63e9d0abdd623c2b1348f9f87de0dcd791ab2e54e87f0,6f6189bb52ab80e60f57b2116b45a9c4778fe8ed35fa826dd9ead6008dbd766b,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,049.png,data/tennis_fullcourt/images/train/049.png,data/tennis_fullcourt/masks/train/049.png,dd49157ddec53ab75d218e2dd15cec6c78a840c72b56a7872946d3a1b21b0320,0d66c934aa48d1cb244d8a5cea6e457e5cf1356fbaf6a9655f2f20182ae4810b,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,050.png,data/tennis_fullcourt/images/train/050.png,data/tennis_fullcourt/masks/train/050.png,a6cd804beae1edf1dea784bb93101ee9cfff42b5f55e55057d54455b3b3105f2,c01642d6b8373fe2e4e701351d68b83367a7e7855f1ec2a027c41e6ba63d20c5,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,051.png,data/tennis_fullcourt/images/train/051.png,data/tennis_fullcourt/masks/train/051.png,6b3485da1af2ea609fa5f4cc66da8d7057f679a40c4877a1634a56c932b7c982,c01642d6b8373fe2e4e701351d68b83367a7e7855f1ec2a027c41e6ba63d20c5,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,053.png,data/tennis_fullcourt/images/train/053.png,data/tennis_fullcourt/masks/train/053.png,0dec5873c713b1063ce605e9fc5334af7ed7eebda96bbd1b88533406e8a979cd,b630d604240e9d3c35271526786549513915856ca0fb39f131177ada4658e3e6,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,054.png,data/tennis_fullcourt/images/train/054.png,data/tennis_fullcourt/masks/train/054.png,83fd72ff5a45597ea93d70cbebf34129fad3e152ac66d9f78592b08c2a59020c,c4b374cd2eb35411ce6110e8c1c01faf338bc990ca74ce0364f9f6b0e14fb0a0,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,055.png,data/tennis_fullcourt/images/train/055.png,data/tennis_fullcourt/masks/train/055.png,11dffa4f414bde8d10b5d270ea961b2d46cd9831689d1c23d5a5426aa356b467,e94bc7ac8b80bba2027f4cd6a1e3150d7872ac8e751dd95da2c1175cf257ddee,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,056.png,data/tennis_fullcourt/images/train/056.png,data/tennis_fullcourt/masks/train/056.png,82286eb3648ed4c67f1a82a37c60ec539233642672770c746aab4f3c300057dd,e9bffb5813566a9ec033d7a07339f1c787136a7579c0459c1c8830e48148f368,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,057.png,data/tennis_fullcourt/images/train/057.png,data/tennis_fullcourt/masks/train/057.png,2fe5dbd22d5ae6aa21b291df6735e74dd0de07f7e1005429a36919664ee7f793,1f090e80706d409a0aedf7262b7dfa44d0bfed080a70a6d4b2412a32a70c1135,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,058.png,data/tennis_fullcourt/images/train/058.png,data/tennis_fullcourt/masks/train/058.png,61a7337b933406d709d895241fad1bf41cf40bc3c066e0749660bb4c79df7f70,923f563b706ed757dfc68c9967e9032b67bcdaf96b26bb2ffc63f5a3a5efafdb,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,059.png,data/tennis_fullcourt/images/train/059.png,data/tennis_fullcourt/masks/train/059.png,7e8d787a8694ed7049a902e290ef6001d26c743a29b165fe9bc6c914b9342781,923f563b706ed757dfc68c9967e9032b67bcdaf96b26bb2ffc63f5a3a5efafdb,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,061.png,data/tennis_fullcourt/images/train/061.png,data/tennis_fullcourt/masks/train/061.png,43c640ee16706eee7ae4a644f35c8a428e6d4853cb1e3fae80392f1f82d69d6e,923f563b706ed757dfc68c9967e9032b67bcdaf96b26bb2ffc63f5a3a5efafdb,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,062.png,data/tennis_fullcourt/images/train/062.png,data/tennis_fullcourt/masks/train/062.png,486789de6f1e752b20d0c5bbfc4da27f3909c78f99355abb7b10ab93e1660f68,923f563b706ed757dfc68c9967e9032b67bcdaf96b26bb2ffc63f5a3a5efafdb,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,063.png,data/tennis_fullcourt/images/train/063.png,data/tennis_fullcourt/masks/train/063.png,566dd9f6c15c65064cf314f134f50f48bcb97eab9823f2828f3ea6631aabec15,38f33683598819b28c6638bc8eb2a353b2911007f1ef645e3f145ce5d3b32b36,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,065.png,data/tennis_fullcourt/images/train/065.png,data/tennis_fullcourt/masks/train/065.png,ded7021f95b1bdd0cee7135947844ac65a4b0e6dbd200134ebe31e4260db7fc1,38f33683598819b28c6638bc8eb2a353b2911007f1ef645e3f145ce5d3b32b36,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,066.png,data/tennis_fullcourt/images/train/066.png,data/tennis_fullcourt/masks/train/066.png,a8d80396047e85e898d10cab1ca068f1acd2571e6fafe536d77995fd59705c9b,38f33683598819b28c6638bc8eb2a353b2911007f1ef645e3f145ce5d3b32b36,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,067.png,data/tennis_fullcourt/images/train/067.png,data/tennis_fullcourt/masks/train/067.png,f7ae57e169c2712d327c3dc9d709b2b3dac1108f4ed5b493ecdf8ab6b4cd4962,02fc97e75069640243c8f473cd55ecec0f377ec1492545f2ba07d13142b2ad24,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,068.png,data/tennis_fullcourt/images/train/068.png,data/tennis_fullcourt/masks/train/068.png,70239c9318f147ced1ec6e811ebe0ed6f87cd5c3db3fec77d32f933f3095ad06,02fc97e75069640243c8f473cd55ecec0f377ec1492545f2ba07d13142b2ad24,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,069.png,data/tennis_fullcourt/images/train/069.png,data/tennis_fullcourt/masks/train/069.png,b6660f6f9d21f4a7302b1613479a8f33b70fa9ca3492d8208d0c9c04fb8b7937,02fc97e75069640243c8f473cd55ecec0f377ec1492545f2ba07d13142b2ad24,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,070.png,data/tennis_fullcourt/images/train/070.png,data/tennis_fullcourt/masks/train/070.png,b9aeaf1fe4eea4caa9bc8220df695babd2d9df5b00ab0535113de97a82be62ea,02fc97e75069640243c8f473cd55ecec0f377ec1492545f2ba07d13142b2ad24,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,071.png,data/tennis_fullcourt/images/train/071.png,data/tennis_fullcourt/masks/train/071.png,b40268bca3dea5ad66c2188e2d891200aff96e7b134964afeead6e7cca91736a,595347f744e81b838a4ad563d2a8d874ff3cd4fb5102a2824b1a796e978ae4c7,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,072.png,data/tennis_fullcourt/images/train/072.png,data/tennis_fullcourt/masks/train/072.png,e87ac082ee4317def7608f90dee2ef2f046bd6bb197797ae74f602afeaeae68f,09b26b072961dd69c00c2d69d917a50f1744720c4fc6e45db8c0bf9610f1ead8,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,073.png,data/tennis_fullcourt/images/train/073.png,data/tennis_fullcourt/masks/train/073.png,b3bf336ce0900be191be21ccd7d7ce70116e772e4e72721f7d9e8b60fda19de4,09b26b072961dd69c00c2d69d917a50f1744720c4fc6e45db8c0bf9610f1ead8,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,074.png,data/tennis_fullcourt/images/train/074.png,data/tennis_fullcourt/masks/train/074.png,c5367d5013f43dda708fbfce7a697f7e01f504a484369120dba8508042957faa,38f913341b1cfaa3ee9d644a15f48a7036548e9e0d750df265d1c6649e547fc0,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,075.png,data/tennis_fullcourt/images/train/075.png,data/tennis_fullcourt/masks/train/075.png,0a0f99b5a35b27f09a34e880cbe930e481f84b4b24e433d19083cdc30ca15fdb,38f913341b1cfaa3ee9d644a15f48a7036548e9e0d750df265d1c6649e547fc0,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,076.png,data/tennis_fullcourt/images/train/076.png,data/tennis_fullcourt/masks/train/076.png,f8f378265120effd777293b908072d9bc35ea4e989872c4777519148046ba9e3,35a33e252f3fb532a1e78eae813bc648e8022da399b4f984140ffe38c8a17431,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,077.png,data/tennis_fullcourt/images/train/077.png,data/tennis_fullcourt/masks/train/077.png,22ee43e040936ce7932a63c527645f4a9caf3f5d3d9b3cd79b7c83c8e11d5976,35a33e252f3fb532a1e78eae813bc648e8022da399b4f984140ffe38c8a17431,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,078.png,data/tennis_fullcourt/images/train/078.png,data/tennis_fullcourt/masks/train/078.png,f91fd0732509eef93f844bc04213dbc755dfb0fc2faeda23c4beed3014afc1a9,35a33e252f3fb532a1e78eae813bc648e8022da399b4f984140ffe38c8a17431,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,080.png,data/tennis_fullcourt/images/train/080.png,data/tennis_fullcourt/masks/train/080.png,b52226e2f71be721065663fec7ac29e29371cb89bb6063eeef24038bf48215dc,35a33e252f3fb532a1e78eae813bc648e8022da399b4f984140ffe38c8a17431,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,081.png,data/tennis_fullcourt/images/train/081.png,data/tennis_fullcourt/masks/train/081.png,2f5e9a164791c61d95bc92ad646e07bd20b76728f885782d502a49895fb2b108,08bc4b1acd5bb5cd3457a43f6fbbd46c5ff939ecb8ce183f22e04fbc50ab9d6a,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,082.png,data/tennis_fullcourt/images/train/082.png,data/tennis_fullcourt/masks/train/082.png,4e7920ca80dff4fbfceea43cda3102bfa4b8df100c07a7678007114ee96d973a,08bc4b1acd5bb5cd3457a43f6fbbd46c5ff939ecb8ce183f22e04fbc50ab9d6a,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,083.png,data/tennis_fullcourt/images/train/083.png,data/tennis_fullcourt/masks/train/083.png,083f0b6d8c36b9e3f57b0f7e696d18899242adb007e29f7348917b890b960aac,08bc4b1acd5bb5cd3457a43f6fbbd46c5ff939ecb8ce183f22e04fbc50ab9d6a,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,085.png,data/tennis_fullcourt/images/train/085.png,data/tennis_fullcourt/masks/train/085.png,a76b6f035dc72140ad379e7a968138efc4b99a7314fbe758acf1924479e17ad6,08bc4b1acd5bb5cd3457a43f6fbbd46c5ff939ecb8ce183f22e04fbc50ab9d6a,1920,1080,2,background=0;full_court=1
tennis_fullcourt,tennis,full_court_segmentation,train,086.png,data/tennis_fullcourt/images/train/086.png,data/tennis_fullcourt/masks/train/086.png,82767130a7f606aa7bfaf5f8a0d9263f98598ee9080d3bdc95161d87d6b2cbef,08bc4b1acd5bb5cd3457a43f6fbbd46c5ff939ecb8ce183f22e04fbc50ab9d6a,1920,1080,2,background=0;full_court=1
