dataset_id,sport,task,split,image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,n_classes,label_schema
badminton_zones,badminton,court_zone_segmentation,train,298.png,data/badminton_zones/images/train/298.png,data/badminton_zones/masks/train/298.png,8e8f0e2dc9826dca9cfd538bd823981405bcf949f345b1a32108e87665c4f5f4,601d27e278b8e6335aba882d89712a3a1c6220f90849651aa2dcb783e536c2fe,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,345.png,data/badminton_zones/images/train/345.png,data/badminton_zones/masks/train/345.png,bff8dfb90f751af73fec6d8c8df3b2df2d57a10b6705e17770a173e38863078e,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,29.png,data/badminton_zones/images/train/29.png,data/badminton_zones/masks/train/29.png,b6bc46ca24f7fd9ffd1c7e8ce26dda4c4bcfe9ecd7c43e17a8a84140ee73680c,89cd29c8557fb4188631183e8a86bb0ddd308f0d4e615ef8afba19edf65da59c,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,782.png,data/badminton_zones/images/train/782.png,data/badminton_zones/masks/train/782.png,d6e0f38ed521920cfa48388c80ce88817760d2e06a4f155420433fdea006b9a9,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,300.png,data/badminton_zones/images/train/300.png,data/badminton_zones/masks/train/300.png,907cb8a8dc4389bbfa4defe6f7bc8700418407b0865aeffb5a12984af9f34287,601d27e278b8e6335aba882d89712a3a1c6220f90849651aa2dcb783e536c2fe,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,261.png,data/badminton_zones/images/train/261.png,data/badminton_zones/masks/train/261.png,4a56bb73b45e96ef4502891276a18cc44497a9ac797a0f8b705e652c5208312d,bdbc7d9936513dbff594fa4e30c54d37afdc7a5386652e2e955132d6ccab651e,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,122.png,data/badminton_zones/images/train/122.png,data/badminton_zones/masks/train/122.png,f18dbadf8e34411d8da09cb680dcab836c99f4b79c3ed0c32e6967d1d3ee8724,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,918.png,data/badminton_zones/images/train/918.png,data/badminton_zones/masks/train/918.png,97eb58372b56258861d4db65e23f003e364009ae595a073e79fec86572d98234,ef028f4cabba193797859e583b3a7d3259cb180c6dff1712960e00c5303066d9,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,890.png,data/badminton_zones/images/train/890.png,data/badminton_zones/masks/train/890.png,85da02ace3f0150f190dfd9082b0944007d3fe0e3a42eddb4caa8ebe035cbcf7,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,90.png,data/badminton_zones/images/train/90.png,data/badminton_zones/masks/train/90.png,d840d9293a238ad59ad35bc5ae981120b74db6e3c5d3b1a39147e5017c07308f,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1155.png,data/badminton_zones/images/train/1155.png,data/badminton_zones/masks/train/1155.png,74a221fb9d2791b84aeb6f551557b7962766605bf6a3600ed303e90a62f650df,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,531.png,data/badminton_zones/images/train/531.png,data/badminton_zones/masks/train/531.png,18267f4cad17c8378071f4ba4ec3fb40f10ed484302fb1bb00ea010031ac3d14,9da2ba7d88dc40e1ae09292f7b30db902e1538a1c90d445de4e8e33dcdd87b76,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1118.png,data/badminton_zones/images/train/1118.png,data/badminton_zones/masks/train/1118.png,af82c9dfc6258ec01524ecd590b04c439a9429f9f8af29fbdcd1394394dfe994,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,468.png,data/badminton_zones/images/train/468.png,data/badminton_zones/masks/train/468.png,bb1fb37db7e089f19aa297ecb0ec9553919d49e9c5762b73e42a1e5b2fab05e4,6233643c9fdd9664abe3f865617b9ee229e80c5924d8e4c94cd08526c75f624b,1280,720,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1110.png,data/badminton_zones/images/train/1110.png,data/badminton_zones/masks/train/1110.png,e6a8ca8ab5633f116b264661ed7ebcef5ad08296fbb8f3f75962adad9fcfc8ce,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,793.png,data/badminton_zones/images/train/793.png,data/badminton_zones/masks/train/793.png,0b4f9719bd23bfec8efe424ed7b4877209ebd3d6f17d91ef9c24df383c583469,d04df262bee62bf1807d13666d2f7a0bbdd93a164e7ff70974c001647626e3d8,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,47.png,data/badminton_zones/images/train/47.png,data/badminton_zones/masks/train/47.png,352e9ae6cc20bf2317ad8ab3914c51e86e063aab4e06920f09e4427eeccd6ae7,89cd29c8557fb4188631183e8a86bb0ddd308f0d4e615ef8afba19edf65da59c,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,768.png,data/badminton_zones/images/train/768.png,data/badminton_zones/masks/train/768.png,238b73f6b9916a40299afb4165447a0e3ec72fbf95fe45cf78f383a192ac2c60,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,506.png,data/badminton_zones/images/train/506.png,data/badminton_zones/masks/train/506.png,553421eb40a04f20c62b0123fa2cdbd956da7ae570aae913369c74c62af9054c,71d7aa46c3dd90e02c635ecdf0ab09f6ac204a1998f52e0ee3941efcd009fbe8,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1160.png,data/badminton_zones/images/train/1160.png,data/badminton_zones/masks/train/1160.png,a1594569491a370defeef36c01d268ae1a14eb709de4fb1682b86b3c2bfe8b29,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,97.png,data/badminton_zones/images/train/97.png,data/badminton_zones/masks/train/97.png,40349651ddb156899251232571ea2fa757c137ae7349294c943f5c0e8e50358e,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,8.png,data/badminton_zones/images/train/8.png,data/badminton_zones/masks/train/8.png,a5100adb5720d1898eb52c3b2e06a1636817dd78bba66237fff9437425313342,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,470.png,data/badminton_zones/images/train/470.png,data/badminton_zones/masks/train/470.png,cc003cb7896723ebc917cec834d3e0d11f629e900f06b0e6f5831ad6d1fbe0fa,6233643c9fdd9664abe3f865617b9ee229e80c5924d8e4c94cd08526c75f624b,1280,720,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,282.png,data/badminton_zones/images/train/282.png,data/badminton_zones/masks/train/282.png,97cc433ae435e97500e426154245d5e7379a0d9dd9316ffc4e4a278c5a5bebb2,bdbc7d9936513dbff594fa4e30c54d37afdc7a5386652e2e955132d6ccab651e,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1140.png,data/badminton_zones/images/train/1140.png,data/badminton_zones/masks/train/1140.png,4c25674cd1f175dabb0a08a2151dac32d257abf53fdb0d2f02d90fb25890e215,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,77.png,data/badminton_zones/images/train/77.png,data/badminton_zones/masks/train/77.png,14834025e9e7460c145be42dafa872e16182cb09fba2c651d877945b7797b659,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,119.png,data/badminton_zones/images/train/119.png,data/badminton_zones/masks/train/119.png,66caab21f40ff979e9765431eda14a8039a533b17650d279b1463f61b13f6a48,f585198f1d1d4b104681833a1991cf1970c8c5a73b848959c4b3825aaaf9cd9b,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,2.png,data/badminton_zones/images/train/2.png,data/badminton_zones/masks/train/2.png,3874e750902805f4709cfd88cf706a251e21069883fe2d35ca6f529dc7146bad,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,781.png,data/badminton_zones/images/train/781.png,data/badminton_zones/masks/train/781.png,8eee4d383b26e0e078fb10af8b0249fda24e00897740779c71e867f907caf2a7,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,992.png,data/badminton_zones/images/train/992.png,data/badminton_zones/masks/train/992.png,f1b3bec7f19115972c348f7b35da9d0e155b4da2a0cf230290890844949b7ada,46692f9efbb09991f6567f8927be0fa47b99138ecadc27d093b8983c096d89b9,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1121.png,data/badminton_zones/images/train/1121.png,data/badminton_zones/masks/train/1121.png,31ce7e75b06a3a01b444d7f035eb692dac920a4f2443b0c549892511a3839d8e,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,335.png,data/badminton_zones/images/train/335.png,data/badminton_zones/masks/train/335.png,8d4f3f6147f90dcbee6193bf11c9965cc7e615467481e9a3316a3d2e7d692164,98a7a5849c8cb38c34580776ab059dfab4af362bd6a0d09814652891adfce786,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,293.png,data/badminton_zones/images/train/293.png,data/badminton_zones/masks/train/293.png,7cbeae9e66290f63ea3efc3d4ea10cd5fc01671115b111c6540de35162ecd3a4,601d27e278b8e6335aba882d89712a3a1c6220f90849651aa2dcb783e536c2fe,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1143.png,data/badminton_zones/images/train/1143.png,data/badminton_zones/masks/train/1143.png,72172b0b2c8f2d9eca6973913cf2f20e39eb49c2761b8e2fb4f2386464bd90d8,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,98.png,data/badminton_zones/images/train/98.png,data/badminton_zones/masks/train/98.png,81740dc1d00c8e3b04dca55de90e8bf0dd01433f6273c0adaabef0514b6950a9,5f41e1dfd498d418573d50d1d807547ae42916064285cb16a465f62577312ab4,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,883.png,data/badminton_zones/images/train/883.png,data/badminton_zones/masks/train/883.png,faf27b2c9a2b255ee0feac6bd095696735d1f352fcf5d8f10a9b17e12dc1ef41,fbf2a55a1288cbb8da1d03b688298f3d41fb1fe046abb5021ee49fe3f22ba6ba,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1141.png,data/badminton_zones/images/train/1141.png,data/badminton_zones/masks/train/1141.png,e4e88cda6a65f20542f5ae60453b71bd9a8cde1f15d82e18195855cae5aaac21,ec20403acca4e66f60e1feada3247e3d5cc428b7c439d3a1423b4f3da9af0c8a,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1137.png,data/badminton_zones/images/train/1137.png,data/badminton_zones/masks/train/1137.png,52a505d2d3f5d9af64acab2761cac3b2e9834765bd85f077eaa3c48519b738ec,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1159.png,data/badminton_zones/images/train/1159.png,data/badminton_zones/masks/train/1159.png,1b158cb24be2365627e5d49348e164eed3d1cbad027f3fc61461e25ca405502f,5797d59c47d743dac98206945c8bff898061b42a7c232632af37b3c1b1c9c8c1,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,278.png,data/badminton_zones/images/train/278.png,data/badminton_zones/masks/train/278.png,fb14279323cafbac8f8e2c6264bc89e953ffb6c9d7daa90486a1baca18658bee,bdbc7d9936513dbff594fa4e30c54d37afdc7a5386652e2e955132d6ccab651e,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,6.png,data/badminton_zones/images/train/6.png,data/badminton_zones/masks/train/6.png,5bfffe6d1f5cced6683d7d4be183dcd1d46448d20a2d485bb48110192c722542,89cd29c8557fb4188631183e8a86bb0ddd308f0d4e615ef8afba19edf65da59c,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
badminton_zones,badminton,court_zone_segmentation,train,1005.png,data/badminton_zones/images/train/1005.png,data/badminton_zones/masks/train/1005.png,a9e8657401475b6357848196d11d112788b7fb8858cceca590091e5bd0ae47b2,46692f9efbb09991f6567f8927be0fa47b99138ecadc27d093b8983c096d89b9,1920,1080,14,0=background;1=fl_doubles;2=fl_service;3=fs_singles;4=fr_singles;5=fr_service;6=fr_doubles;7=central_zone;8=bl_doubles;9=bl_service;10=bl_singles;11=br_service;12=br_singles;13=br_doubles
